"instance_id","group","seed","env_id","algorithm","output_algorithm","migd","mhv","art","nigd"
"P3_M_01","Small-M","7","2","CI-DMOEA","CI-DMOEA","0.05110102","0.74397879","2.93855758","-0.05782342"
"P3_M_01","Small-M","7","3","CI-DMOEA","CI-DMOEA","0.05124093","0.74125152","2.94660303","-0.05766633"
"P3_M_01","Small-M","7","4","CI-DMOEA","CI-DMOEA","0.05138084","0.73852424","2.95464848","-0.05750924"
"P3_M_01","Small-M","7","5","CI-DMOEA","CI-DMOEA","0.05152075","0.73579697","2.96269394","-0.05735215"
"P3_M_01","Small-M","7","6","CI-DMOEA","CI-DMOEA","0.05166065","0.7330697","2.97073939","-0.05719505"
"P3_M_01","Small-M","7","7","CI-DMOEA","CI-DMOEA","0.05180056","0.73034242","2.97878485","-0.05703796"
"P3_M_01","Small-M","7","8","CI-DMOEA","CI-DMOEA","0.05194047","0.72761515","2.9868303","-0.05688087"
"P3_M_01","Small-M","7","9","CI-DMOEA","CI-DMOEA","0.05208038","0.72488788","2.99487576","-0.05672378"
"P3_M_01","Small-M","7","10","CI-DMOEA","CI-DMOEA","0.05222029","0.72216061","3.00292121","-0.05656669"
"P3_M_01","Small-M","7","1","DG-DMOEA","DG-DMOEA","0.04986838","0.75670606","3.75502909","-0.03331866"
"P3_M_01","Small-M","7","2","DG-DMOEA","DG-DMOEA","0.05000528","0.75397879","3.76533818","-0.03322839"
"P3_M_01","Small-M","7","3","DG-DMOEA","DG-DMOEA","0.05014219","0.75125152","3.77564727","-0.03313812"
"P3_M_01","Small-M","7","4","DG-DMOEA","DG-DMOEA","0.0502791","0.74852424","3.78595636","-0.03304784"
"P3_M_01","Small-M","7","5","DG-DMOEA","DG-DMOEA","0.05041601","0.74579697","3.79626545","-0.03295757"
"P3_M_01","Small-M","7","6","DG-DMOEA","DG-DMOEA","0.05055292","0.7430697","3.80657455","-0.0328673"
"P3_M_01","Small-M","7","7","DG-DMOEA","DG-DMOEA","0.05068983","0.74034242","3.81688364","-0.03277702"
"P3_M_01","Small-M","7","8","DG-DMOEA","DG-DMOEA","0.05082674","0.73761515","3.82719273","-0.03268675"
"P3_M_01","Small-M","7","9","DG-DMOEA","DG-DMOEA","0.05096365","0.73488788","3.83750182","-0.03259648"
"P3_M_01","Small-M","7","10","DG-DMOEA","DG-DMOEA","0.05110056","0.73216061","3.84781091","-0.03250621"
"P3_M_01","Small-M","7","1","SET","SET","0.06149108","0.68800606","2.14573091","0.01480157"
"P3_M_01","Small-M","7","2","SET","SET","0.0616599","0.68527879","2.15162182","0.01484221"
"P3_M_01","Small-M","7","3","SET","SET","0.06182872","0.68255152","2.15751273","0.01488284"
"P3_M_01","Small-M","7","4","SET","SET","0.06199754","0.67982424","2.16340364","0.01492348"
"P3_M_01","Small-M","7","5","SET","SET","0.06216636","0.67709697","2.16929455","0.01496412"
"P3_M_01","Small-M","7","6","SET","SET","0.06233518","0.6743697","2.17518545","0.01500475"
"P3_M_01","Small-M","7","7","SET","SET","0.06250399","0.67164242","2.18107636","0.01504539"
"P3_M_01","Small-M","7","8","SET","SET","0.06267281","0.66891515","2.18696727","0.01508602"
"P3_M_01","Small-M","7","9","SET","SET","0.06284163","0.66618788","2.19285818","0.01512666"
"P3_M_01","Small-M","7","10","SET","SET","0.06301045","0.66346061","2.19874909","0.0151673"
"P3_M_01","Small-M","7","1","KTS-DMOEA","KTS-DMOEA","0.05692147","0.71740606","2.47355091","-0.00825417"
"P3_M_01","Small-M","7","2","KTS-DMOEA","KTS-DMOEA","0.05707775","0.71467879","2.48034182","-0.00823181"
"P3_M_01","Small-M","7","3","KTS-DMOEA","KTS-DMOEA","0.05723402","0.71195152","2.48713273","-0.00820944"
"P3_M_01","Small-M","7","4","KTS-DMOEA","KTS-DMOEA","0.05739029","0.70922424","2.49392364","-0.00818708"
"P3_M_01","Small-M","7","5","KTS-DMOEA","KTS-DMOEA","0.05754656","0.70649697","2.50071455","-0.00816472"
"P3_M_01","Small-M","7","6","KTS-DMOEA","KTS-DMOEA","0.05770284","0.7037697","2.50750545","-0.00814235"
"P3_M_01","Small-M","7","7","KTS-DMOEA","KTS-DMOEA","0.05785911","0.70104242","2.51429636","-0.00811999"
"P3_M_01","Small-M","7","8","KTS-DMOEA","KTS-DMOEA","0.05801538","0.69831515","2.52108727","-0.00809762"
"P3_M_01","Small-M","7","9","KTS-DMOEA","KTS-DMOEA","0.05817165","0.69558788","2.52787818","-0.00807526"
"P3_M_01","Small-M","7","10","KTS-DMOEA","KTS-DMOEA","0.05832793","0.69286061","2.53466909","-0.0080529"
"P3_M_01","Small-M","7","1","CBT","CBT","0.0552327","0.72950606","2.17553273","-0.04962568"
"P3_M_01","Small-M","7","2","CBT","CBT","0.05538434","0.72677879","2.18150545","-0.04949122"
"P3_M_01","Small-M","7","3","CBT","CBT","0.05553598","0.72405152","2.18747818","-0.04935677"
"P3_M_01","Small-M","7","4","CBT","CBT","0.05568761","0.72132424","2.19345091","-0.04922232"
"P3_M_01","Small-M","7","5","CBT","CBT","0.05583925","0.71859697","2.19942364","-0.04908786"
"P3_M_01","Small-M","7","6","CBT","CBT","0.05599088","0.7158697","2.20539636","-0.04895341"
"P3_M_01","Small-M","7","7","CBT","CBT","0.05614252","0.71314242","2.21136909","-0.04881895"
"P3_M_01","Small-M","7","8","CBT","CBT","0.05629416","0.71041515","2.21734182","-0.0486845"
"P3_M_01","Small-M","7","9","CBT","CBT","0.05644579","0.70768788","2.22331455","-0.04855004"
"P3_M_01","Small-M","7","10","CBT","CBT","0.05659743","0.70496061","2.22928727","-0.04841559"
"P3_M_01","Small-M","7","1","SMT-DLB","SMT-DLB","0.04480207","0.77480606","2.26493818","-0.06724128"
"P3_M_01","Small-M","7","2","SMT-DLB","SMT-DLB","0.04492507","0.77207879","2.27115636","-0.0670591"
"P3_M_01","Small-M","7","3","SMT-DLB","SMT-DLB","0.04504807","0.76935152","2.27737455","-0.06687692"
"P3_M_01","Small-M","7","4","SMT-DLB","SMT-DLB","0.04517107","0.76662424","2.28359273","-0.06669474"
"P3_M_01","Small-M","7","5","SMT-DLB","SMT-DLB","0.04529407","0.76389697","2.28981091","-0.06651256"
"P3_M_01","Small-M","7","6","SMT-DLB","SMT-DLB","0.04541707","0.7611697","2.29602909","-0.06633038"
"P3_M_01","Small-M","7","7","SMT-DLB","SMT-DLB","0.04554007","0.75844242","2.30224727","-0.06614819"
"P3_M_01","Small-M","7","8","SMT-DLB","SMT-DLB","0.04566307","0.75571515","2.30846545","-0.06596601"
"P3_M_01","Small-M","7","9","SMT-DLB","SMT-DLB","0.04578607","0.75298788","2.31468364","-0.06578383"
"P3_M_01","Small-M","7","10","SMT-DLB","SMT-DLB","0.04590907","0.75026061","2.32090182","-0.06560165"
"P3_M_01","Small-M","8","1","CI-DMOEA","CI-DMOEA","0.05109791","0.74403939","2.93837879","-0.05782691"
"P3_M_01","Small-M","8","2","CI-DMOEA","CI-DMOEA","0.05123782","0.74131212","2.94642424","-0.05766982"
"P3_M_01","Small-M","8","3","CI-DMOEA","CI-DMOEA","0.05137773","0.73858485","2.9544697","-0.05751273"
"P3_M_01","Small-M","8","4","CI-DMOEA","CI-DMOEA","0.05151764","0.73585758","2.96251515","-0.05735564"
"P3_M_01","Small-M","8","5","CI-DMOEA","CI-DMOEA","0.05165755","0.7331303","2.97056061","-0.05719855"
"P3_M_01","Small-M","8","6","CI-DMOEA","CI-DMOEA","0.05179745","0.73040303","2.97860606","-0.05704145"
"P3_M_01","Small-M","8","7","CI-DMOEA","CI-DMOEA","0.05193736","0.72767576","2.98665152","-0.05688436"
"P3_M_01","Small-M","8","8","CI-DMOEA","CI-DMOEA","0.05207727","0.72494848","2.99469697","-0.05672727"
"P3_M_01","Small-M","8","9","CI-DMOEA","CI-DMOEA","0.05221718","0.72222121","3.00274242","-0.05657018"
"P3_M_01","Small-M","8","10","CI-DMOEA","CI-DMOEA","0.05235709","0.71949394","3.01078788","-0.05641309"
"P3_M_01","Small-M","8","1","DG-DMOEA","DG-DMOEA","0.05000224","0.75403939","3.76510909","-0.03323039"
"P3_M_01","Small-M","8","2","DG-DMOEA","DG-DMOEA","0.05013915","0.75131212","3.77541818","-0.03314012"
"P3_M_01","Small-M","8","3","DG-DMOEA","DG-DMOEA","0.05027606","0.74858485","3.78572727","-0.03304985"
"P3_M_01","Small-M","8","4","DG-DMOEA","DG-DMOEA","0.05041297","0.74585758","3.79603636","-0.03295958"
"P3_M_01","Small-M","8","5","DG-DMOEA","DG-DMOEA","0.05054988","0.7431303","3.80634545","-0.0328693"
"P3_M_01","Small-M","8","6","DG-DMOEA","DG-DMOEA","0.05068679","0.74040303","3.81665455","-0.03277903"
"P3_M_01","Small-M","8","7","DG-DMOEA","DG-DMOEA","0.0508237","0.73767576","3.82696364","-0.03268876"
"P3_M_01","Small-M","8","8","DG-DMOEA","DG-DMOEA","0.05096061","0.73494848","3.83727273","-0.03259848"
"P3_M_01","Small-M","8","9","DG-DMOEA","DG-DMOEA","0.05109752","0.73222121","3.84758182","-0.03250821"
"P3_M_01","Small-M","8","10","DG-DMOEA","DG-DMOEA","0.05123442","0.72949394","3.85789091","-0.03241794"
"P3_M_01","Small-M","8","1","SET","SET","0.06165615","0.68533939","2.15149091","0.0148413"
"P3_M_01","Small-M","8","2","SET","SET","0.06182497","0.68261212","2.15738182","0.01488194"
"P3_M_01","Small-M","8","3","SET","SET","0.06199379","0.67988485","2.16327273","0.01492258"
"P3_M_01","Small-M","8","4","SET","SET","0.06216261","0.67715758","2.16916364","0.01496321"
"P3_M_01","Small-M","8","5","SET","SET","0.06233142","0.6744303","2.17505455","0.01500385"
"P3_M_01","Small-M","8","6","SET","SET","0.06250024","0.67170303","2.18094545","0.01504448"
"P3_M_01","Small-M","8","7","SET","SET","0.06266906","0.66897576","2.18683636","0.01508512"
"P3_M_01","Small-M","8","8","SET","SET","0.06283788","0.66624848","2.19272727","0.01512576"
"P3_M_01","Small-M","8","9","SET","SET","0.0630067","0.66352121","2.19861818","0.01516639"
"P3_M_01","Small-M","8","10","SET","SET","0.06317552","0.66079394","2.20450909","0.01520703"
"P3_M_01","Small-M","8","1","KTS-DMOEA","KTS-DMOEA","0.05707427","0.71473939","2.48019091","-0.0082323"
"P3_M_01","Small-M","8","2","KTS-DMOEA","KTS-DMOEA","0.05723055","0.71201212","2.48698182","-0.00820994"
"P3_M_01","Small-M","8","3","KTS-DMOEA","KTS-DMOEA","0.05738682","0.70928485","2.49377273","-0.00818758"
"P3_M_01","Small-M","8","4","KTS-DMOEA","KTS-DMOEA","0.05754309","0.70655758","2.50056364","-0.00816521"
"P3_M_01","Small-M","8","5","KTS-DMOEA","KTS-DMOEA","0.05769936","0.7038303","2.50735455","-0.00814285"
"P3_M_01","Small-M","8","6","KTS-DMOEA","KTS-DMOEA","0.05785564","0.70110303","2.51414545","-0.00812048"
"P3_M_01","Small-M","8","7","KTS-DMOEA","KTS-DMOEA","0.05801191","0.69837576","2.52093636","-0.00809812"
"P3_M_01","Small-M","8","8","KTS-DMOEA","KTS-DMOEA","0.05816818","0.69564848","2.52772727","-0.00807576"
"P3_M_01","Small-M","8","9","KTS-DMOEA","KTS-DMOEA","0.05832445","0.69292121","2.53451818","-0.00805339"
"P3_M_01","Small-M","8","10","KTS-DMOEA","KTS-DMOEA","0.05848073","0.69019394","2.54130909","-0.00803103"
"P3_M_01","Small-M","8","1","CBT","CBT","0.05538097","0.72683939","2.18137273","-0.04949421"
"P3_M_01","Small-M","8","2","CBT","CBT","0.05553261","0.72411212","2.18734545","-0.04935976"
"P3_M_01","Small-M","8","3","CBT","CBT","0.05568424","0.72138485","2.19331818","-0.0492253"
"P3_M_01","Small-M","8","4","CBT","CBT","0.05583588","0.71865758","2.19929091","-0.04909085"
"P3_M_01","Small-M","8","5","CBT","CBT","0.05598752","0.7159303","2.20526364","-0.04895639"
"P3_M_01","Small-M","8","6","CBT","CBT","0.05613915","0.71320303","2.21123636","-0.04882194"
"P3_M_01","Small-M","8","7","CBT","CBT","0.05629079","0.71047576","2.21720909","-0.04868748"
"P3_M_01","Small-M","8","8","CBT","CBT","0.05644242","0.70774848","2.22318182","-0.04855303"
"P3_M_01","Small-M","8","9","CBT","CBT","0.05659406","0.70502121","2.22915455","-0.04841858"
"P3_M_01","Small-M","8","10","CBT","CBT","0.0567457","0.70229394","2.23512727","-0.04828412"
"P3_M_01","Small-M","8","1","SMT-DLB","SMT-DLB","0.04492233","0.77213939","2.27101818","-0.06706315"
"P3_M_01","Small-M","8","2","SMT-DLB","SMT-DLB","0.04504533","0.76941212","2.27723636","-0.06688097"
"P3_M_01","Small-M","8","3","SMT-DLB","SMT-DLB","0.04516833","0.76668485","2.28345455","-0.06669879"
"P3_M_01","Small-M","8","4","SMT-DLB","SMT-DLB","0.04529133","0.76395758","2.28967273","-0.06651661"
"P3_M_01","Small-M","8","5","SMT-DLB","SMT-DLB","0.04541433","0.7612303","2.29589091","-0.06633442"
"P3_M_01","Small-M","8","6","SMT-DLB","SMT-DLB","0.04553733","0.75850303","2.30210909","-0.06615224"
"P3_M_01","Small-M","8","7","SMT-DLB","SMT-DLB","0.04566033","0.75577576","2.30832727","-0.06597006"
"P3_M_01","Small-M","8","8","SMT-DLB","SMT-DLB","0.04578333","0.75304848","2.31454545","-0.06578788"
"P3_M_01","Small-M","8","9","SMT-DLB","SMT-DLB","0.04590633","0.75032121","2.32076364","-0.0656057"
"P3_M_01","Small-M","8","10","SMT-DLB","SMT-DLB","0.04602933","0.74759394","2.32698182","-0.06542352"
"P3_L_01","Small-L","1","1","CI-DMOEA","CI-DMOEA","0.06646279","0.69270606","3.02014727","-0.01871369"
"P3_L_01","Small-L","1","2","CI-DMOEA","CI-DMOEA","0.06664824","0.68997879","3.02857455","-0.01866378"
"P3_L_01","Small-L","1","3","CI-DMOEA","CI-DMOEA","0.0668337","0.68725152","3.03700182","-0.01861387"
"P3_L_01","Small-L","1","4","CI-DMOEA","CI-DMOEA","0.06701915","0.68452424","3.04542909","-0.01856396"
"P3_L_01","Small-L","1","5","CI-DMOEA","CI-DMOEA","0.06720461","0.68179697","3.05385636","-0.01851405"
"P3_L_01","Small-L","1","6","CI-DMOEA","CI-DMOEA","0.06739006","0.6790697","3.06228364","-0.01846415"
"P3_L_01","Small-L","1","7","CI-DMOEA","CI-DMOEA","0.06757552","0.67634242","3.07071091","-0.01841424"
"P3_L_01","Small-L","1","8","CI-DMOEA","CI-DMOEA","0.06776097","0.67361515","3.07913818","-0.01836433"
"P3_L_01","Small-L","1","9","CI-DMOEA","CI-DMOEA","0.06794642","0.67088788","3.08756545","-0.01831442"
"P3_L_01","Small-L","1","10","CI-DMOEA","CI-DMOEA","0.06813188","0.66816061","3.09599273","-0.01826451"
"P3_L_01","Small-L","1","1","DG-DMOEA","DG-DMOEA","0.06802662","0.68230606","4.11482848","0.01426995"
"P3_L_01","Small-L","1","2","DG-DMOEA","DG-DMOEA","0.06821644","0.67957879","4.1263103","0.01430977"
"P3_L_01","Small-L","1","3","DG-DMOEA","DG-DMOEA","0.06840625","0.67685152","4.13779212","0.01434959"
"P3_L_01","Small-L","1","4","DG-DMOEA","DG-DMOEA","0.06859607","0.67412424","4.14927394","0.01438941"
"P3_L_01","Small-L","1","5","DG-DMOEA","DG-DMOEA","0.06878589","0.67139697","4.16075576","0.01442922"
"P3_L_01","Small-L","1","6","DG-DMOEA","DG-DMOEA","0.06897571","0.6686697","4.17223758","0.01446904"
"P3_L_01","Small-L","1","7","DG-DMOEA","DG-DMOEA","0.06916553","0.66594242","4.18371939","0.01450886"
"P3_L_01","Small-L","1","8","DG-DMOEA","DG-DMOEA","0.06935535","0.66321515","4.19520121","0.01454868"
"P3_L_01","Small-L","1","9","DG-DMOEA","DG-DMOEA","0.06954516","0.66048788","4.20668303","0.0145885"
"P3_L_01","Small-L","1","10","DG-DMOEA","DG-DMOEA","0.06973498","0.65776061","4.21816485","0.01462832"
"P3_L_01","Small-L","1","1","SET","SET","0.07955987","0.63720606","2.11117091","0.05287701"
"P3_L_01","Small-L","1","2","SET","SET","0.07978187","0.63447879","2.11706182","0.05302456"
"P3_L_01","Small-L","1","3","SET","SET","0.08000387","0.63175152","2.12295273","0.0531721"
"P3_L_01","Small-L","1","4","SET","SET","0.08022587","0.62902424","2.12884364","0.05331965"
"P3_L_01","Small-L","1","5","SET","SET","0.08044787","0.62629697","2.13473455","0.05346719"
"P3_L_01","Small-L","1","6","SET","SET","0.08066987","0.6235697","2.14062545","0.05361474"
"P3_L_01","Small-L","1","7","SET","SET","0.08089187","0.62084242","2.14651636","0.05376228"
"P3_L_01","Small-L","1","8","SET","SET","0.08111387","0.61811515","2.15240727","0.05390983"
"P3_L_01","Small-L","1","9","SET","SET","0.08133587","0.61538788","2.15829818","0.05405738"
"P3_L_01","Small-L","1","10","SET","SET","0.08155787","0.61266061","2.16418909","0.05420492"
"P3_L_01","Small-L","1","1","KTS-DMOEA","KTS-DMOEA","0.07565029","0.65650606","2.59009394","0.03108113"
"P3_L_01","Small-L","1","2","KTS-DMOEA","KTS-DMOEA","0.07586138","0.65377879","2.59732121","0.03116785"
"P3_L_01","Small-L","1","3","KTS-DMOEA","KTS-DMOEA","0.07607247","0.65105152","2.60454848","0.03125458"
"P3_L_01","Small-L","1","4","KTS-DMOEA","KTS-DMOEA","0.07628356","0.64832424","2.61177576","0.03134131"
"P3_L_01","Small-L","1","5","KTS-DMOEA","KTS-DMOEA","0.07649465","0.64559697","2.61900303","0.03142804"
"P3_L_01","Small-L","1","6","KTS-DMOEA","KTS-DMOEA","0.07670575","0.6428697","2.6262303","0.03151476"
"P3_L_01","Small-L","1","7","KTS-DMOEA","KTS-DMOEA","0.07691684","0.64014242","2.63345758","0.03160149"
"P3_L_01","Small-L","1","8","KTS-DMOEA","KTS-DMOEA","0.07712793","0.63741515","2.64068485","0.03168822"
"P3_L_01","Small-L","1","9","KTS-DMOEA","KTS-DMOEA","0.07733902","0.63468788","2.64791212","0.03177495"
"P3_L_01","Small-L","1","10","KTS-DMOEA","KTS-DMOEA","0.07755011","0.63196061","2.65513939","0.03186167"
"P3_L_01","Small-L","1","1","CBT","CBT","0.06216225","0.71940606","2.2089103","-0.02157699"
"P3_L_01","Small-L","1","2","CBT","CBT","0.06233571","0.71667879","2.21507394","-0.02151944"
"P3_L_01","Small-L","1","3","CBT","CBT","0.06250916","0.71395152","2.22123758","-0.0214619"
"P3_L_01","Small-L","1","4","CBT","CBT","0.06268262","0.71122424","2.22740121","-0.02140435"
"P3_L_01","Small-L","1","5","CBT","CBT","0.06285607","0.70849697","2.23356485","-0.02134681"
"P3_L_01","Small-L","1","6","CBT","CBT","0.06302953","0.7057697","2.23972848","-0.02128926"
"P3_L_01","Small-L","1","7","CBT","CBT","0.06320298","0.70304242","2.24589212","-0.02123172"
"P3_L_01","Small-L","1","8","CBT","CBT","0.06337644","0.70031515","2.25205576","-0.02117417"
"P3_L_01","Small-L","1","9","CBT","CBT","0.06354989","0.69758788","2.25821939","-0.02111662"
"P3_L_01","Small-L","1","10","CBT","CBT","0.06372335","0.69486061","2.26438303","-0.02105908"
"P3_L_01","Small-L","1","1","SMT-DLB","SMT-DLB","0.06010973","0.73740606","2.52167636","-0.05184613"
"P3_L_01","Small-L","1","2","SMT-DLB","SMT-DLB","0.06027745","0.73467879","2.52871273","-0.05170785"
"P3_L_01","Small-L","1","3","SMT-DLB","SMT-DLB","0.06044518","0.73195152","2.53574909","-0.05156958"
"P3_L_01","Small-L","1","4","SMT-DLB","SMT-DLB","0.06061291","0.72922424","2.54278545","-0.05143131"
"P3_L_01","Small-L","1","5","SMT-DLB","SMT-DLB","0.06078064","0.72649697","2.54982182","-0.05129304"
"P3_L_01","Small-L","1","6","SMT-DLB","SMT-DLB","0.06094836","0.7237697","2.55685818","-0.05115476"
"P3_L_01","Small-L","1","7","SMT-DLB","SMT-DLB","0.06111609","0.72104242","2.56389455","-0.05101649"
"P3_L_01","Small-L","1","8","SMT-DLB","SMT-DLB","0.06128382","0.71831515","2.57093091","-0.05087822"
"P3_L_01","Small-L","1","9","SMT-DLB","SMT-DLB","0.06145155","0.71558788","2.57796727","-0.05073995"
"P3_L_01","Small-L","1","10","SMT-DLB","SMT-DLB","0.06161927","0.71286061","2.58500364","-0.05060167"
"P3_L_01","Small-L","2","1","CI-DMOEA","CI-DMOEA","0.06664412","0.69003939","3.02838727","-0.01866489"
"P3_L_01","Small-L","2","2","CI-DMOEA","CI-DMOEA","0.06682958","0.68731212","3.03681455","-0.01861498"
"P3_L_01","Small-L","2","3","CI-DMOEA","CI-DMOEA","0.06701503","0.68458485","3.04524182","-0.01856507"
"P3_L_01","Small-L","2","4","CI-DMOEA","CI-DMOEA","0.06720048","0.68185758","3.05366909","-0.01851516"
"P3_L_01","Small-L","2","5","CI-DMOEA","CI-DMOEA","0.06738594","0.6791303","3.06209636","-0.01846525"
"P3_L_01","Small-L","2","6","CI-DMOEA","CI-DMOEA","0.06757139","0.67640303","3.07052364","-0.01841535"
"P3_L_01","Small-L","2","7","CI-DMOEA","CI-DMOEA","0.06775685","0.67367576","3.07895091","-0.01836544"
"P3_L_01","Small-L","2","8","CI-DMOEA","CI-DMOEA","0.0679423","0.67094848","3.08737818","-0.01831553"
"P3_L_01","Small-L","2","9","CI-DMOEA","CI-DMOEA","0.06812776","0.66822121","3.09580545","-0.01826562"
"P3_L_01","Small-L","2","10","CI-DMOEA","CI-DMOEA","0.06831321","0.66549394","3.10423273","-0.01821571"
"P3_L_01","Small-L","2","1","DG-DMOEA","DG-DMOEA","0.06821222","0.67963939","4.12605515","0.01430888"
"P3_L_01","Small-L","2","2","DG-DMOEA","DG-DMOEA","0.06840204","0.67691212","4.13753697","0.0143487"
"P3_L_01","Small-L","2","3","DG-DMOEA","DG-DMOEA","0.06859185","0.67418485","4.14901879","0.01438852"
"P3_L_01","Small-L","2","4","DG-DMOEA","DG-DMOEA","0.06878167","0.67145758","4.16050061","0.01442834"
"P3_L_01","Small-L","2","5","DG-DMOEA","DG-DMOEA","0.06897149","0.6687303","4.17198242","0.01446816"
"P3_L_01","Small-L","2","6","DG-DMOEA","DG-DMOEA","0.06916131","0.66600303","4.18346424","0.01450798"
"P3_L_01","Small-L","2","7","DG-DMOEA","DG-DMOEA","0.06935113","0.66327576","4.19494606","0.01454779"
"P3_L_01","Small-L","2","8","DG-DMOEA","DG-DMOEA","0.06954095","0.66054848","4.20642788","0.01458761"
"P3_L_01","Small-L","2","9","DG-DMOEA","DG-DMOEA","0.06973076","0.65782121","4.2179097","0.01462743"
"P3_L_01","Small-L","2","10","DG-DMOEA","DG-DMOEA","0.06992058","0.65509394","4.22939152","0.01466725"
"P3_L_01","Small-L","2","1","SET","SET","0.07977693","0.63453939","2.11693091","0.05302128"
"P3_L_01","Small-L","2","2","SET","SET","0.07999893","0.63181212","2.12282182","0.05316882"
"P3_L_01","Small-L","2","3","SET","SET","0.08022093","0.62908485","2.12871273","0.05331637"
"P3_L_01","Small-L","2","4","SET","SET","0.08044293","0.62635758","2.13460364","0.05346392"
"P3_L_01","Small-L","2","5","SET","SET","0.08066493","0.6236303","2.14049455","0.05361146"
"P3_L_01","Small-L","2","6","SET","SET","0.08088693","0.62090303","2.14638545","0.05375901"
"P3_L_01","Small-L","2","7","SET","SET","0.08110893","0.61817576","2.15227636","0.05390655"
"P3_L_01","Small-L","2","8","SET","SET","0.08133093","0.61544848","2.15816727","0.0540541"
"P3_L_01","Small-L","2","9","SET","SET","0.08155293","0.61272121","2.16405818","0.05420164"
"P3_L_01","Small-L","2","10","SET","SET","0.08177493","0.60999394","2.16994909","0.05434919"
"P3_L_01","Small-L","2","1","KTS-DMOEA","KTS-DMOEA","0.07585669","0.65383939","2.59716061","0.03116593"
"P3_L_01","Small-L","2","2","KTS-DMOEA","KTS-DMOEA","0.07606778","0.65111212","2.60438788","0.03125265"
"P3_L_01","Small-L","2","3","KTS-DMOEA","KTS-DMOEA","0.07627887","0.64838485","2.61161515","0.03133938"
"P3_L_01","Small-L","2","4","KTS-DMOEA","KTS-DMOEA","0.07648996","0.64565758","2.61884242","0.03142611"
"P3_L_01","Small-L","2","5","KTS-DMOEA","KTS-DMOEA","0.07670105","0.6429303","2.6260697","0.03151284"
"P3_L_01","Small-L","2","6","KTS-DMOEA","KTS-DMOEA","0.07691215","0.64020303","2.63329697","0.03159956"
"P3_L_01","Small-L","2","7","KTS-DMOEA","KTS-DMOEA","0.07712324","0.63747576","2.64052424","0.03168629"
"P3_L_01","Small-L","2","8","KTS-DMOEA","KTS-DMOEA","0.07733433","0.63474848","2.64775152","0.03177302"
"P3_L_01","Small-L","2","9","KTS-DMOEA","KTS-DMOEA","0.07754542","0.63202121","2.65497879","0.03185975"
"P3_L_01","Small-L","2","10","KTS-DMOEA","KTS-DMOEA","0.07775651","0.62929394","2.66220606","0.03194647"
"P3_L_01","Small-L","2","1","CBT","CBT","0.06233185","0.71673939","2.21493697","-0.02152072"
"P3_L_01","Small-L","2","2","CBT","CBT","0.06250531","0.71401212","2.22110061","-0.02146318"
"P3_L_01","Small-L","2","3","CBT","CBT","0.06267876","0.71128485","2.22726424","-0.02140563"
"P3_L_01","Small-L","2","4","CBT","CBT","0.06285222","0.70855758","2.23342788","-0.02134808"
"P3_L_01","Small-L","2","5","CBT","CBT","0.06302567","0.7058303","2.23959152","-0.02129054"
"P3_L_01","Small-L","2","6","CBT","CBT","0.06319913","0.70310303","2.24575515","-0.02123299"
"P3_L_01","Small-L","2","7","CBT","CBT","0.06337258","0.70037576","2.25191879","-0.02117545"
"P3_L_01","Small-L","2","8","CBT","CBT","0.06354604","0.69764848","2.25808242","-0.0211179"
"P3_L_01","Small-L","2","9","CBT","CBT","0.06371949","0.69492121","2.26424606","-0.02106036"
"P3_L_01","Small-L","2","10","CBT","CBT","0.06389295","0.69219394","2.2704097","-0.02100281"
"P3_L_01","Small-L","2","1","SMT-DLB","SMT-DLB","0.06027373","0.73473939","2.52855636","-0.05171093"
"P3_L_01","Small-L","2","2","SMT-DLB","SMT-DLB","0.06044145","0.73201212","2.53559273","-0.05157265"
"P3_L_01","Small-L","2","3","SMT-DLB","SMT-DLB","0.06060918","0.72928485","2.54262909","-0.05143438"
"P3_L_01","Small-L","2","4","SMT-DLB","SMT-DLB","0.06077691","0.72655758","2.54966545","-0.05129611"
"P3_L_01","Small-L","2","5","SMT-DLB","SMT-DLB","0.06094464","0.7238303","2.55670182","-0.05115784"
"P3_L_01","Small-L","2","6","SMT-DLB","SMT-DLB","0.06111236","0.72110303","2.56373818","-0.05101956"
"P3_L_01","Small-L","2","7","SMT-DLB","SMT-DLB","0.06128009","0.71837576","2.57077455","-0.05088129"
"P3_L_01","Small-L","2","8","SMT-DLB","SMT-DLB","0.06144782","0.71564848","2.57781091","-0.05074302"
"P3_L_01","Small-L","2","9","SMT-DLB","SMT-DLB","0.06161555","0.71292121","2.58484727","-0.05060475"
"P3_L_01","Small-L","2","10","SMT-DLB","SMT-DLB","0.06178327","0.71019394","2.59188364","-0.05046647"
"P3_L_01","Small-L","3","1","CI-DMOEA","CI-DMOEA","0.06682545","0.68737273","3.03662727","-0.01861609"
"P3_L_01","Small-L","3","2","CI-DMOEA","CI-DMOEA","0.06701091","0.68464545","3.04505455","-0.01856618"
"P3_L_01","Small-L","3","3","CI-DMOEA","CI-DMOEA","0.06719636","0.68191818","3.05348182","-0.01851627"
"P3_L_01","Small-L","3","4","CI-DMOEA","CI-DMOEA","0.06738182","0.67919091","3.06190909","-0.01846636"
"P3_L_01","Small-L","3","5","CI-DMOEA","CI-DMOEA","0.06756727","0.67646364","3.07033636","-0.01841645"
