"figure","group","algorithm","output_algorithm","env_id","generation","migd"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","4","0","0.0567627"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","4","1","0.05580701"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","4","2","0.05487124"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","4","3","0.05395605"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","4","4","0.05306214"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","4","5","0.05219032"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","4","6","0.05134145"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","4","7","0.05051651"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","4","8","0.04971659"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","4","9","0.04894291"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","4","10","0.04819689"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","4","11","0.04748016"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","4","12","0.04679464"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","4","13","0.04614262"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","4","14","0.04552691"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","4","15","0.04495106"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","4","16","0.0444197"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","4","17","0.04393932"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","4","18","0.04351977"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","4","19","0.04317876"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","4","20","0.0429707"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","5","0","0.0568489"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","5","1","0.05589321"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","5","2","0.05495744"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","5","3","0.05404225"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","5","4","0.05314834"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","5","5","0.05227652"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","5","6","0.05142765"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","5","7","0.05060271"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","5","8","0.04980279"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","5","9","0.04902911"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","5","10","0.04828309"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","5","11","0.04756636"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","5","12","0.04688084"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","5","13","0.04622882"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","5","14","0.04561311"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","5","15","0.04503726"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","5","16","0.0445059"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","5","17","0.04402552"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","5","18","0.04360597"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","5","19","0.04326496"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","5","20","0.0430569"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","6","0","0.0569351"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","6","1","0.05597941"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","6","2","0.05504364"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","6","3","0.05412845"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","6","4","0.05323454"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","6","5","0.05236272"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","6","6","0.05151385"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","6","7","0.05068891"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","6","8","0.04988899"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","6","9","0.04911531"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","6","10","0.04836929"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","6","11","0.04765256"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","6","12","0.04696704"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","6","13","0.04631502"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","6","14","0.04569931"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","6","15","0.04512346"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","6","16","0.0445921"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","6","17","0.04411172"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","6","18","0.04369217"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","6","19","0.04335116"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","6","20","0.0431431"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","7","0","0.0570213"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","7","1","0.05606561"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","7","2","0.05512984"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","7","3","0.05421465"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","7","4","0.05332074"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","7","5","0.05244892"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","7","6","0.05160005"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","7","7","0.05077511"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","7","8","0.04997519"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","7","9","0.04920151"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","7","10","0.04845549"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","7","11","0.04773876"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","7","12","0.04705324"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","7","13","0.04640122"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","7","14","0.04578551"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","7","15","0.04520966"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","7","16","0.0446783"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","7","17","0.04419792"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","7","18","0.04377837"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","7","19","0.04343736"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","7","20","0.0432293"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","8","0","0.0571075"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","8","1","0.05615181"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","8","2","0.05521604"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","8","3","0.05430085"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","8","4","0.05340694"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","8","5","0.05253512"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","8","6","0.05168625"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","8","7","0.05086131"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","8","8","0.05006139"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","8","9","0.04928771"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","8","10","0.04854169"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","8","11","0.04782496"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","8","12","0.04713944"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","8","13","0.04648742"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","8","14","0.04587171"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","8","15","0.04529586"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","8","16","0.0447645"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","8","17","0.04428412"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","8","18","0.04386457"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","8","19","0.04352356"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","8","20","0.0433155"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","9","0","0.0571937"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","9","1","0.05623801"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","9","2","0.05530224"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","9","3","0.05438705"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","9","4","0.05349314"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","9","5","0.05262132"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","9","6","0.05177245"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","9","7","0.05094751"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","9","8","0.05014759"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","9","9","0.04937391"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","9","10","0.04862789"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","9","11","0.04791116"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","9","12","0.04722564"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","9","13","0.04657362"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","9","14","0.04595791"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","9","15","0.04538206"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","9","16","0.0448507"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","9","17","0.04437032"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","9","18","0.04395077"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","9","19","0.04360976"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","9","20","0.0434017"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","10","0","0.0572799"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","10","1","0.05632421"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","10","2","0.05538844"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","10","3","0.05447325"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","10","4","0.05357934"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","10","5","0.05270752"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","10","6","0.05185865"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","10","7","0.05103371"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","10","8","0.05023379"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","10","9","0.04946011"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","10","10","0.04871409"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","10","11","0.04799736"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","10","12","0.04731184"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","10","13","0.04665982"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","10","14","0.04604411"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","10","15","0.04546826"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","10","16","0.0449369"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","10","17","0.04445652"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","10","18","0.04403697"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","10","19","0.04369596"
"fig-convergence","Small-H","KTS-DMOEA","KTS-DMOEA","10","20","0.0434879"
"fig-convergence","Small-H","CBT","CBT","1","0","0.0571184"
"fig-convergence","Small-H","CBT","CBT","1","1","0.05634675"
"fig-convergence","Small-H","CBT","CBT","1","2","0.05559119"
"fig-convergence","Small-H","CBT","CBT","1","3","0.05485224"
"fig-convergence","Small-H","CBT","CBT","1","4","0.05413048"
"fig-convergence","Small-H","CBT","CBT","1","5","0.05342655"
"fig-convergence","Small-H","CBT","CBT","1","6","0.05274115"
"fig-convergence","Small-H","CBT","CBT","1","7","0.05207507"
"fig-convergence","Small-H","CBT","CBT","1","8","0.05142919"
"fig-convergence","Small-H","CBT","CBT","1","9","0.05080451"
"fig-convergence","Small-H","CBT","CBT","1","10","0.05020215"
"fig-convergence","Small-H","CBT","CBT","1","11","0.04962345"
"fig-convergence","Small-H","CBT","CBT","1","12","0.04906994"
"fig-convergence","Small-H","CBT","CBT","1","13","0.04854349"
"fig-convergence","Small-H","CBT","CBT","1","14","0.04804635"
"fig-convergence","Small-H","CBT","CBT","1","15","0.04758139"
"fig-convergence","Small-H","CBT","CBT","1","16","0.04715236"
"fig-convergence","Small-H","CBT","CBT","1","17","0.04676449"
"fig-convergence","Small-H","CBT","CBT","1","18","0.04642573"
"fig-convergence","Small-H","CBT","CBT","1","19","0.04615039"
"fig-convergence","Small-H","CBT","CBT","1","20","0.0459824"
"fig-convergence","Small-H","CBT","CBT","2","0","0.0572112"
"fig-convergence","Small-H","CBT","CBT","2","1","0.05643955"
"fig-convergence","Small-H","CBT","CBT","2","2","0.05568399"
"fig-convergence","Small-H","CBT","CBT","2","3","0.05494504"
"fig-convergence","Small-H","CBT","CBT","2","4","0.05422328"
"fig-convergence","Small-H","CBT","CBT","2","5","0.05351935"
"fig-convergence","Small-H","CBT","CBT","2","6","0.05283395"
"fig-convergence","Small-H","CBT","CBT","2","7","0.05216787"
"fig-convergence","Small-H","CBT","CBT","2","8","0.05152199"
"fig-convergence","Small-H","CBT","CBT","2","9","0.05089731"
"fig-convergence","Small-H","CBT","CBT","2","10","0.05029495"
"fig-convergence","Small-H","CBT","CBT","2","11","0.04971625"
"fig-convergence","Small-H","CBT","CBT","2","12","0.04916274"
"fig-convergence","Small-H","CBT","CBT","2","13","0.04863629"
"fig-convergence","Small-H","CBT","CBT","2","14","0.04813915"
"fig-convergence","Small-H","CBT","CBT","2","15","0.04767419"
"fig-convergence","Small-H","CBT","CBT","2","16","0.04724516"
"fig-convergence","Small-H","CBT","CBT","2","17","0.04685729"
"fig-convergence","Small-H","CBT","CBT","2","18","0.04651853"
"fig-convergence","Small-H","CBT","CBT","2","19","0.04624319"
"fig-convergence","Small-H","CBT","CBT","2","20","0.0460752"
"fig-convergence","Small-H","CBT","CBT","3","0","0.057304"
"fig-convergence","Small-H","CBT","CBT","3","1","0.05653235"
"fig-convergence","Small-H","CBT","CBT","3","2","0.05577679"
"fig-convergence","Small-H","CBT","CBT","3","3","0.05503784"
"fig-convergence","Small-H","CBT","CBT","3","4","0.05431608"
"fig-convergence","Small-H","CBT","CBT","3","5","0.05361215"
"fig-convergence","Small-H","CBT","CBT","3","6","0.05292675"
"fig-convergence","Small-H","CBT","CBT","3","7","0.05226067"
"fig-convergence","Small-H","CBT","CBT","3","8","0.05161479"
"fig-convergence","Small-H","CBT","CBT","3","9","0.05099011"
"fig-convergence","Small-H","CBT","CBT","3","10","0.05038775"
"fig-convergence","Small-H","CBT","CBT","3","11","0.04980905"
"fig-convergence","Small-H","CBT","CBT","3","12","0.04925554"
"fig-convergence","Small-H","CBT","CBT","3","13","0.04872909"
"fig-convergence","Small-H","CBT","CBT","3","14","0.04823195"
"fig-convergence","Small-H","CBT","CBT","3","15","0.04776699"
"fig-convergence","Small-H","CBT","CBT","3","16","0.04733796"
"fig-convergence","Small-H","CBT","CBT","3","17","0.04695009"
"fig-convergence","Small-H","CBT","CBT","3","18","0.04661133"
"fig-convergence","Small-H","CBT","CBT","3","19","0.04633599"
"fig-convergence","Small-H","CBT","CBT","3","20","0.046168"
"fig-convergence","Small-H","CBT","CBT","4","0","0.0573968"
"fig-convergence","Small-H","CBT","CBT","4","1","0.05662515"
"fig-convergence","Small-H","CBT","CBT","4","2","0.05586959"
"fig-convergence","Small-H","CBT","CBT","4","3","0.05513064"
"fig-convergence","Small-H","CBT","CBT","4","4","0.05440888"
"fig-convergence","Small-H","CBT","CBT","4","5","0.05370495"
"fig-convergence","Small-H","CBT","CBT","4","6","0.05301955"
"fig-convergence","Small-H","CBT","CBT","4","7","0.05235347"
"fig-convergence","Small-H","CBT","CBT","4","8","0.05170759"
"fig-convergence","Small-H","CBT","CBT","4","9","0.05108291"
"fig-convergence","Small-H","CBT","CBT","4","10","0.05048055"
"fig-convergence","Small-H","CBT","CBT","4","11","0.04990185"
"fig-convergence","Small-H","CBT","CBT","4","12","0.04934834"
"fig-convergence","Small-H","CBT","CBT","4","13","0.04882189"
"fig-convergence","Small-H","CBT","CBT","4","14","0.04832475"
"fig-convergence","Small-H","CBT","CBT","4","15","0.04785979"
"fig-convergence","Small-H","CBT","CBT","4","16","0.04743076"
"fig-convergence","Small-H","CBT","CBT","4","17","0.04704289"
"fig-convergence","Small-H","CBT","CBT","4","18","0.04670413"
"fig-convergence","Small-H","CBT","CBT","4","19","0.04642879"
"fig-convergence","Small-H","CBT","CBT","4","20","0.0462608"
"fig-convergence","Small-H","CBT","CBT","5","0","0.0574896"
"fig-convergence","Small-H","CBT","CBT","5","1","0.05671795"
"fig-convergence","Small-H","CBT","CBT","5","2","0.05596239"
"fig-convergence","Small-H","CBT","CBT","5","3","0.05522344"
"fig-convergence","Small-H","CBT","CBT","5","4","0.05450168"
"fig-convergence","Small-H","CBT","CBT","5","5","0.05379775"
"fig-convergence","Small-H","CBT","CBT","5","6","0.05311235"
"fig-convergence","Small-H","CBT","CBT","5","7","0.05244627"
"fig-convergence","Small-H","CBT","CBT","5","8","0.05180039"
"fig-convergence","Small-H","CBT","CBT","5","9","0.05117571"
"fig-convergence","Small-H","CBT","CBT","5","10","0.05057335"
"fig-convergence","Small-H","CBT","CBT","5","11","0.04999465"
"fig-convergence","Small-H","CBT","CBT","5","12","0.04944114"
"fig-convergence","Small-H","CBT","CBT","5","13","0.04891469"
"fig-convergence","Small-H","CBT","CBT","5","14","0.04841755"
"fig-convergence","Small-H","CBT","CBT","5","15","0.04795259"
"fig-convergence","Small-H","CBT","CBT","5","16","0.04752356"
"fig-convergence","Small-H","CBT","CBT","5","17","0.04713569"
"fig-convergence","Small-H","CBT","CBT","5","18","0.04679693"
"fig-convergence","Small-H","CBT","CBT","5","19","0.04652159"
"fig-convergence","Small-H","CBT","CBT","5","20","0.0463536"
"fig-convergence","Small-H","CBT","CBT","6","0","0.0575824"
"fig-convergence","Small-H","CBT","CBT","6","1","0.05681075"
"fig-convergence","Small-H","CBT","CBT","6","2","0.05605519"
"fig-convergence","Small-H","CBT","CBT","6","3","0.05531624"
"fig-convergence","Small-H","CBT","CBT","6","4","0.05459448"
"fig-convergence","Small-H","CBT","CBT","6","5","0.05389055"
"fig-convergence","Small-H","CBT","CBT","6","6","0.05320515"
"fig-convergence","Small-H","CBT","CBT","6","7","0.05253907"
"fig-convergence","Small-H","CBT","CBT","6","8","0.05189319"
"fig-convergence","Small-H","CBT","CBT","6","9","0.05126851"
"fig-convergence","Small-H","CBT","CBT","6","10","0.05066615"
"fig-convergence","Small-H","CBT","CBT","6","11","0.05008745"
"fig-convergence","Small-H","CBT","CBT","6","12","0.04953394"
"fig-convergence","Small-H","CBT","CBT","6","13","0.04900749"
"fig-convergence","Small-H","CBT","CBT","6","14","0.04851035"
"fig-convergence","Small-H","CBT","CBT","6","15","0.04804539"
"fig-convergence","Small-H","CBT","CBT","6","16","0.04761636"
"fig-convergence","Small-H","CBT","CBT","6","17","0.04722849"
"fig-convergence","Small-H","CBT","CBT","6","18","0.04688973"
"fig-convergence","Small-H","CBT","CBT","6","19","0.04661439"
"fig-convergence","Small-H","CBT","CBT","6","20","0.0464464"
"fig-convergence","Small-H","CBT","CBT","7","0","0.0576752"
"fig-convergence","Small-H","CBT","CBT","7","1","0.05690355"
"fig-convergence","Small-H","CBT","CBT","7","2","0.05614799"
"fig-convergence","Small-H","CBT","CBT","7","3","0.05540904"
"fig-convergence","Small-H","CBT","CBT","7","4","0.05468728"
"fig-convergence","Small-H","CBT","CBT","7","5","0.05398335"
"fig-convergence","Small-H","CBT","CBT","7","6","0.05329795"
"fig-convergence","Small-H","CBT","CBT","7","7","0.05263187"
"fig-convergence","Small-H","CBT","CBT","7","8","0.05198599"
"fig-convergence","Small-H","CBT","CBT","7","9","0.05136131"
"fig-convergence","Small-H","CBT","CBT","7","10","0.05075895"
"fig-convergence","Small-H","CBT","CBT","7","11","0.05018025"
"fig-convergence","Small-H","CBT","CBT","7","12","0.04962674"
"fig-convergence","Small-H","CBT","CBT","7","13","0.04910029"
"fig-convergence","Small-H","CBT","CBT","7","14","0.04860315"
"fig-convergence","Small-H","CBT","CBT","7","15","0.04813819"
"fig-convergence","Small-H","CBT","CBT","7","16","0.04770916"
"fig-convergence","Small-H","CBT","CBT","7","17","0.04732129"
"fig-convergence","Small-H","CBT","CBT","7","18","0.04698253"
"fig-convergence","Small-H","CBT","CBT","7","19","0.04670719"
"fig-convergence","Small-H","CBT","CBT","7","20","0.0465392"
"fig-convergence","Small-H","CBT","CBT","8","0","0.057768"
"fig-convergence","Small-H","CBT","CBT","8","1","0.05699635"
"fig-convergence","Small-H","CBT","CBT","8","2","0.05624079"
"fig-convergence","Small-H","CBT","CBT","8","3","0.05550184"
"fig-convergence","Small-H","CBT","CBT","8","4","0.05478008"
"fig-convergence","Small-H","CBT","CBT","8","5","0.05407615"
"fig-convergence","Small-H","CBT","CBT","8","6","0.05339075"
"fig-convergence","Small-H","CBT","CBT","8","7","0.05272467"
"fig-convergence","Small-H","CBT","CBT","8","8","0.05207879"
"fig-convergence","Small-H","CBT","CBT","8","9","0.05145411"
"fig-convergence","Small-H","CBT","CBT","8","10","0.05085175"
"fig-convergence","Small-H","CBT","CBT","8","11","0.05027305"
"fig-convergence","Small-H","CBT","CBT","8","12","0.04971954"
"fig-convergence","Small-H","CBT","CBT","8","13","0.04919309"
"fig-convergence","Small-H","CBT","CBT","8","14","0.04869595"
"fig-convergence","Small-H","CBT","CBT","8","15","0.04823099"
"fig-convergence","Small-H","CBT","CBT","8","16","0.04780196"
"fig-convergence","Small-H","CBT","CBT","8","17","0.04741409"
"fig-convergence","Small-H","CBT","CBT","8","18","0.04707533"
"fig-convergence","Small-H","CBT","CBT","8","19","0.04679999"
"fig-convergence","Small-H","CBT","CBT","8","20","0.046632"
"fig-convergence","Small-H","CBT","CBT","9","0","0.0578608"
"fig-convergence","Small-H","CBT","CBT","9","1","0.05708915"
"fig-convergence","Small-H","CBT","CBT","9","2","0.05633359"
"fig-convergence","Small-H","CBT","CBT","9","3","0.05559464"
"fig-convergence","Small-H","CBT","CBT","9","4","0.05487288"
"fig-convergence","Small-H","CBT","CBT","9","5","0.05416895"
"fig-convergence","Small-H","CBT","CBT","9","6","0.05348355"
"fig-convergence","Small-H","CBT","CBT","9","7","0.05281747"
"fig-convergence","Small-H","CBT","CBT","9","8","0.05217159"
"fig-convergence","Small-H","CBT","CBT","9","9","0.05154691"
"fig-convergence","Small-H","CBT","CBT","9","10","0.05094455"
"fig-convergence","Small-H","CBT","CBT","9","11","0.05036585"
"fig-convergence","Small-H","CBT","CBT","9","12","0.04981234"
"fig-convergence","Small-H","CBT","CBT","9","13","0.04928589"
"fig-convergence","Small-H","CBT","CBT","9","14","0.04878875"
"fig-convergence","Small-H","CBT","CBT","9","15","0.04832379"
"fig-convergence","Small-H","CBT","CBT","9","16","0.04789476"
"fig-convergence","Small-H","CBT","CBT","9","17","0.04750689"
"fig-convergence","Small-H","CBT","CBT","9","18","0.04716813"
"fig-convergence","Small-H","CBT","CBT","9","19","0.04689279"
"fig-convergence","Small-H","CBT","CBT","9","20","0.0467248"
"fig-convergence","Small-H","CBT","CBT","10","0","0.0579536"
"fig-convergence","Small-H","CBT","CBT","10","1","0.05718195"
"fig-convergence","Small-H","CBT","CBT","10","2","0.05642639"
"fig-convergence","Small-H","CBT","CBT","10","3","0.05568744"
"fig-convergence","Small-H","CBT","CBT","10","4","0.05496568"
"fig-convergence","Small-H","CBT","CBT","10","5","0.05426175"
"fig-convergence","Small-H","CBT","CBT","10","6","0.05357635"
"fig-convergence","Small-H","CBT","CBT","10","7","0.05291027"
"fig-convergence","Small-H","CBT","CBT","10","8","0.05226439"
"fig-convergence","Small-H","CBT","CBT","10","9","0.05163971"
"fig-convergence","Small-H","CBT","CBT","10","10","0.05103735"
"fig-convergence","Small-H","CBT","CBT","10","11","0.05045865"
"fig-convergence","Small-H","CBT","CBT","10","12","0.04990514"
"fig-convergence","Small-H","CBT","CBT","10","13","0.04937869"
"fig-convergence","Small-H","CBT","CBT","10","14","0.04888155"
"fig-convergence","Small-H","CBT","CBT","10","15","0.04841659"
"fig-convergence","Small-H","CBT","CBT","10","16","0.04798756"
"fig-convergence","Small-H","CBT","CBT","10","17","0.04759969"
"fig-convergence","Small-H","CBT","CBT","10","18","0.04726093"
"fig-convergence","Small-H","CBT","CBT","10","19","0.04698559"
"fig-convergence","Small-H","CBT","CBT","10","20","0.0468176"
"fig-convergence","Small-H","SMT-DLB","SMT-DLB","1","0","0.0418964"
"fig-convergence","Small-H","SMT-DLB","SMT-DLB","1","1","0.04149284"
"fig-convergence","Small-H","SMT-DLB","SMT-DLB","1","2","0.04109769"
"fig-convergence","Small-H","SMT-DLB","SMT-DLB","1","3","0.04071122"
"fig-convergence","Small-H","SMT-DLB","SMT-DLB","1","4","0.04033375"
"fig-convergence","Small-H","SMT-DLB","SMT-DLB","1","5","0.0399656"
"fig-convergence","Small-H","SMT-DLB","SMT-DLB","1","6","0.03960715"
"fig-convergence","Small-H","SMT-DLB","SMT-DLB","1","7","0.0392588"
"fig-convergence","Small-H","SMT-DLB","SMT-DLB","1","8","0.03892101"
"fig-convergence","Small-H","SMT-DLB","SMT-DLB","1","9","0.03859431"
"fig-convergence","Small-H","SMT-DLB","SMT-DLB","1","10","0.03827928"
"fig-convergence","Small-H","SMT-DLB","SMT-DLB","1","11","0.03797663"
"fig-convergence","Small-H","SMT-DLB","SMT-DLB","1","12","0.03768715"
"fig-convergence","Small-H","SMT-DLB","SMT-DLB","1","13","0.03741182"
"fig-convergence","Small-H","SMT-DLB","SMT-DLB","1","14","0.03715182"
"fig-convergence","Small-H","SMT-DLB","SMT-DLB","1","15","0.03690865"
"fig-convergence","Small-H","SMT-DLB","SMT-DLB","1","16","0.03668428"
"fig-convergence","Small-H","SMT-DLB","SMT-DLB","1","17","0.03648142"
"fig-convergence","Small-H","SMT-DLB","SMT-DLB","1","18","0.03630426"
